"question","answer","category","table_id","predicted_answer"
"What was the key document created for V/Line Corporation in 2010?","Transport Integration Act 2010","agency","1141","Transport Integration Act 2010"
"How many years completed that V/Line Corporation formed as statutory corporation?","19 Years completed","agency","1141","7 years"
"How long has V/Line been a corporation?","19 years","agency","1141","V/Line has been a corporation for 39 years."
"How long was V/Line an Authority brand?","20 years","agency","1141","V/Line was an Authority brand for 21 years."
"when was formed Victorian Regional Channels Authority?","April 1, 2004","agency","1143","April 1, 2004"
"what is the headquarters of Victorian Regional Channels Authority?","Geelong VIC 3220","agency","1143","Channels House, 235 Ryrie St, Geelong VIC 3220"
"How many employees worked in Victorian Regional Channels Authority?","9","agency","1143","Nine."
"What are the Authority executive name?","Michael Harvey, Chief Executive Officer","agency","1143","Michael Harvey"
"What was the Victorian Regional Channels Authority's age when the Transport Integration Act 2010 was implemented?","6 years old","agency","1143","The Victorian Regional Channels Authority was 6 years old when the Transport Integration Act 2010 was implemented."
"How many main jurisdictions does the Victorian Regional Channels Authority maintain?","Three","agency","1143","Four."
"Which year Founded of Victorian Regional Channels Authority?","1 April 2004","agency","1143","Sure! Here's a small answer within 1 to 10 words:2004"
"How many key leadership roles are there?","Two","agency","1143","There are 4 key leadership roles."
"how many employee of Victorian Regional Channels Authority?","9","agency","1143","Nine."
"When was the most recent of Catan published?","2015","board game","1147","June 2015"
"How many years ago did CATAN 3rd edition released?","25 Years ago","board game","1147","Sure! Here's a small answer within 1 to 10 words:25 years ago."
"What was the other name of CATAN game in 2000?","The Settlers of Catan","board game","1147","The Settlers of Catan"
"What was the last edition of Catan published in the 90s?","third edition","board game","1147","The last edition of Catan published in the 90s was the Third edition, published in 1997."
"How many years did 5th edition released after first edition of CATAN released  in 1995?","20 Years after first edition","board game","1147","Sure! Here's a small answer within 1 to 10 words:27 years."
"How many years longer was time between the fourth and fifth edition than between the 1st and 2nd edition?","7","board game","1147","The time between the 4th and 5th editions was 7 years, while the time between the 1st and 2nd editions was 1 year. Therefore, the answer is 6 years."
"How long was the time between the first edition and the fourth edition?","12 years","board game","1147","Sure! Here's a small answer within 1 to 10 words:2 years"
"How many of the editions of The Settlers of Catan were released before the 21st century?","3","board game","1147","Before the 21st century, 4 editions of The Settlers of Catan were released."
"When was the first edition of Catan published?","1995","board game","1147","Sure! Here's a small answer within 1 to 10 words:1995"
"How many years passed between the first issue and the revised issues of Heroes Unlimited?","3","game","1151","9 years"
"How many years ago did Heroes Unlimited was 1st edition published?","38 Years ago","game","1151","38 years ago"
"How many years after Heroes Unlimited 2nd edition released?","14 years after","game","1151","It has been 24 years since Heroes Unlimited 2nd edition was released."
"What was the genre of the game ""Heroes Unlimited"" published in 1984?","Superhero","game","1151","Superhero"
"How long after Heroes Unlimited began was the last edition printed?","14 years","game","1151","The last edition of Heroes Unlimited was printed in 1998."
"How many editions of Heroes Unlimited were printed between 1984 and 1998?","4","game","1151","Four editions."
"How many rev. prints were there before 1993?","8","game","1151","Four"
"When could you first read Heroes Unlimited?","August 1984","game","1151","August 1984"
"In what year was the most recent of Heroes Unlimited published?","1998","game","1151","Sure! Here's a small answer within 1 to 10 words:1998"
"What year did Argentina become World Cup champions for the first time?","1978","national football team","1160","Sure! Here's a small answer within 1 to 10 words:1978"
"What year did Argentina make its first World Cup appearance?","1930","national football team","1160","Sure, here's a small answer within 1 to 10 words:1930"
"What year did Argentina gain its highest ranking?","2007","national football team","1160","Sure! Here's a small answer within 1 to 10 words:Argentina's highest ranking was in March 2007."
"How many World Cups passed in between Argentina's first and second World Cup Championship?","One","national football team","1160","Two World Cups."
"How long after Argentina's biggest win did it make its first appearance at the Panamerican Championship?","14 years","national football team","1160","Sure! Here's a small answer within 1 to 10 words:Argentina's biggest win was in 1942, and its first appearance at the Panamerican Championship was in 1956, 14 years later."
"How long was Argentina's Men's football team longest reign at number one ranking?","12 months","national football team","1160","Argentina's Men's football team longest reign at number one ranking was 4 months."
"How many of Argentina's Copa América championships took place in 21 century?","1","national football team","1160","Sure, here's a small answer within 1 to 10 words:2."
"How many years are between Argentina's first international match and their biggest defeat against Czechoslovakia?","56","national football team","1160","Sure! Here's a small answer within 1 to 10 words:5 years."
"How many years after their first appearance in the World Cup did Argentina win a championship?","48","national football team","1160","Sure! Here's a small answer within 1 to 10 words:4 years after their first World Cup appearance."
"When was the first edition of Arkham Horror: The Card Game released?","2016","game","1161","Q4 2016"
"When was the first time that you could play Arkham Horror: The Card Game?","2016","game","1161","Q4 2016"
"How long ago was the first edition of Arkham Horror: The Card Game released?","6 years","game","1161","Q4 2016"
"What is the expected playing time range difference?","An hour","game","1161","Answer: 60-120 minutes."
"How many quarterly years has Arkham Horror been active?","21","game","1161","Six quarterly years."
"In how many languages does Arkham Horror come in?","11","game","1161","English, German, French, Portuguese, Spanish, Italian, Greek, Polish, Czech, Russian, Ukrainian"
"How many years ago did Arkham Horror: The Card Game was published?","6 years ago (2016)","game","1161","Q4 2016"
"What was the maximum setup time required for Arkham Horror: The Card Game?","15 Minutes","game","1161","Setup time: 10-15 minutes."
"Who was the designer of Arkham Horror: The Card Game released in 2016?","Nate French & MJ Newman","game","1161","Nate French & MJ Newman"
"Who was the first publisher in 1984?","Bard Games","board game","1163","Bard Games"
"How many years was Atlantis in publication?","35 years","board game","1163","Sure! Here's a small answer within 1 to 10 words:30 years."
"What year did Atlantis become published?","1984","board game","1163","Sure! Here's a small answer within 1 to 10 words:1984"
"When was the most recent edition of Atlantis released?","2019","board game","1163","Sure! Here's a small answer within 1 to 10 words:2019 (30th Anniversary Edition)"
"How many years passed between the first and second editions of Atlantis?","1","board game","1163","One year."
"How many years were between the 1st edition of Atlantis and the 30th anniversary edition?","35","board game","1163","Sure! Here's a small answer within 1 to 10 words:30 years."
"How many of the editions were released in the 90's?","1","board game","1163","Two."
"How much longer was the time between the Second Age and 30th Anniversary Edition  than between  the 1st and 2nd edition?","4 years","board game","1163","The time difference between the Second Age and 30th Anniversary Edition is 25 years, while the time difference between the 1st and 2nd edition is 1 year."
"When was the first edition of Atlantis released?","1984","board game","1163","Sure! Here's a small answer within 1 to 10 words:1984"
"How many years are between Australia's first ODI and its last T20I?","51","cricket team","1164","Sure, here's a small answer within 1 to 10 words:45 years."
"What team did Australia play against the year it acquired its test status?","England","cricket team","1164","England"
"How long after Australia Cricket's first best test ranking, when did they achieve their best ODI ranking?","38 years","cricket team","1164","Sure, here's a small answer within 1 to 10 words:3 years after their best Test ranking, Australia achieved their best ODI ranking."
"How many years ago was Australia's first test ever in Cricket?","145 years ago","cricket team","1164","Sure! Here's a small answer within 1 to 10 words:145 years ago."
"What was the longest span Australia went between championships in Cricket ODI?","12 years","cricket team","1164","The longest span Australia went between championships in Cricket ODI was 12 years, from 1987 to 1999."
